num,name,price,type,sold,star,from,img_src,url
1,⚡ใส่โค้ด SHA4ZIJH0X ลด 80 บาท⚡ ส้มโอขาวแตงกวา ส้มโอ ชัยนาท ลูกละ 0.8 กก.,฿55.12,ร้านแนะนำ,986.0,4.7385,จังหวัดชัยนาท,https://cf.shopee.co.th/file/1f3829840c85fb697689231f25ff7263_tn,https://shopee.co.th//⚡ใส่โค้ด-SHA4ZIJH0X-ลด-80-บาท⚡-ส้มโอขาวแตงกวา-ส้มโอ-ชัยนาท-ลูกละ-0.8-กก.-i.78844268.7829225562
2,ใช้โค้ดDURE395ลดเพิ่ม15% * หมอนทองจันทบุรี 100% 3 ลูก 10 โล,"฿1,782",general,no sold,0.0,จังหวัดจันทบุรี,https://cf.shopee.co.th/file/20aff2ee1ba49ca78103199ab16d0a3f_tn,https://shopee.co.th//ใช้โค้ดDURE395ลดเพิ่ม15-*-หมอนทองจันทบุรี-100-3-ลูก-10-โล-i.395360852.7880564343
3,ส้มโอทับทิมสยาม จากสวนที่ดีที่สุดของประเทศ,฿265 - ฿360,general,no sold,0.0,จังหวัดระนอง,https://cf.shopee.co.th/file/a411b7b75702a64f44fc58b22b8e77ea_tn,https://shopee.co.th//ส้มโอทับทิมสยาม-จากสวนที่ดีที่สุดของประเทศ-i.345265128.4265621517
4,ปลาทูมัน แม่กลอง สูตร ดอกเกลือ เค็มน้อย ใช้ปลาไซส์ใหญ่ สดใหม่ ไร้สารกันเสีย ทำเองค่ะ สะอาด คลีน คีโต keto ปลาทู ปลาทูหอม,฿39 - ฿43,ร้านแนะนำ,3400.0,4.886,จังหวัดสมุทรสงคราม,https://cf.shopee.co.th/file/e3fc9cc82477fba3f44ffeb5e974951d_tn,https://shopee.co.th//ปลาทูมัน-แม่กลอง-สูตร-ดอกเกลือ-เค็มน้อย-ใช้ปลาไซส์ใหญ่-สดใหม่-ไร้สารกันเสีย-ทำเองค่ะ-สะอาด-คลีน-คีโต-keto-ปลาทู-ปลาทูหอม-i.43331754.6124343094
5,มะม่วงแก้วโบราณ สุกหวานเนื้อสีส้ม ใกล้หมดฤดูกาลแล้ว เหลือ 5 กิโลสุดท้าย กิโลกรัมละ 35 บาท,฿35,general,5.0,0.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/911a914730a8268d5edb1342a7ff3b77_tn,https://shopee.co.th//มะม่วงแก้วโบราณ-สุกหวานเนื้อสีส้ม-ใกล้หมดฤดูกาลแล้ว-เหลือ-5-กิโลสุดท้าย-กิโลกรัมละ-35-บาท-i.17466925.9952389607
6,"5.5 ส่งฟรี ส้มโอทองดี "" โปรโมชั่น ส่งฟรี !! ทุกกล่อง   """,฿150,general,279.0,4.874,จังหวัดนครปฐม,https://cf.shopee.co.th/file/7007844f44f9b1c80b7be11471104696_tn,https://shopee.co.th//5.5-ส่งฟรี-ส้มโอทองดี-โปรโมชั่น-ส่งฟรี-!!-ทุกกล่อง--i.62130553.5445648786
7,⚡ใส่โค้ด SHA4ZIJH0X ลด 80 บาท⚡ ส้มโอขาวแตงกวา ส้มโอ ชัยนาท ลูกละ 0.8 กก.,฿55,ร้านแนะนำ,986.0,4.7385,จังหวัดชัยนาท,https://cf.shopee.co.th/file/1f3829840c85fb697689231f25ff7263_tn,https://shopee.co.th//⚡ใส่โค้ด-SHA4ZIJH0X-ลด-80-บาท⚡-ส้มโอขาวแตงกวา-ส้มโอ-ชัยนาท-ลูกละ-0.8-กก.-i.78844268.7829225562
8,ส้มโออัมพวา ไซส์เล็ก 3 ลูก 100 บาท,฿100,general,280.0,4.8655,จังหวัดสมุทรสงคราม,https://cf.shopee.co.th/file/3ff2c383e55da7924766fcf4dfd1dfeb_tn,https://shopee.co.th//ส้มโออัมพวา-ไซส์เล็ก-3-ลูก-100-บาท-i.39298135.6610356886
9,ส้มโอขาวใหญ่อัมพวา หวานฉ่ำ ไม่มีเมล็ดผ่านมาตรฐานGAP ปลอดสารพิษและสารเคมีตกค้าง,฿48 - ฿160,general,694.0,4.796,จังหวัดสมุทรสงคราม,https://cf.shopee.co.th/file/53d136271e4390c89b0a958f497bee13_tn,https://shopee.co.th//ส้มโอขาวใหญ่อัมพวา-หวานฉ่ำ-ไม่มีเมล็ดผ่านมาตรฐานGAP-ปลอดสารพิษและสารเคมีตกค้าง-i.20987826.4236509561
10,🌟#ส้มโอหวานส้มโอขาวใหญ่อัมพวา✨✨✨ 😊 ส้มโอสวนอาม่าอร่อยมว๊ากก 😊,฿60 - ฿150,general,82.0,4.8824,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/80c140097356c6ecef76b91f7f1e3786_tn,https://shopee.co.th//🌟-ส้มโอหวานส้มโอขาวใหญ่อัมพวา✨✨✨-😊-ส้มโอสวนอาม่าอร่อยมว๊ากก-😊-i.283578752.9439315010
11,ส้มโอขาวแตงกวา ชัยนาท 1.5-1.7 กิโลกรัม,฿100,general,14.0,5.0,จังหวัดชัยนาท,https://cf.shopee.co.th/file/4a59687e5cb0cc58a0cf9ff39ecd7ba3_tn,https://shopee.co.th//ส้มโอขาวแตงกวา-ชัยนาท-1.5-1.7-กิโลกรัม-i.48312792.4878880674
12,🍒ส้มโอทับทิมสยาม รสชาติดี เสียบยอด ต้นเล็ก25cm ถุงเล็ก,฿99,ร้านแนะนำ,496.0,4.8434,จังหวัดนครปฐม,https://cf.shopee.co.th/file/8f6b3475ab877912ab7053c2992306a7_tn,https://shopee.co.th//🍒ส้มโอทับทิมสยาม-รสชาติดี-เสียบยอด-ต้นเล็ก25cm-ถุงเล็ก-i.115877699.7551590304
13,ส้มโอขาวน้ำผึ้งของแท้จากนครปฐม,฿50,general,75.0,4.5,จังหวัดนครปฐม,https://cf.shopee.co.th/file/860c3ac097c896a95f9be2134d9ba468_tn,https://shopee.co.th//ส้มโอขาวน้ำผึ้งของแท้จากนครปฐม-i.205673119.8910638663
14,ส้มโอ ขาวใหญ่ ของอร่อยสมุทรสงคราม,฿89 - ฿139,general,284.0,4.9565,จังหวัดสมุทรสงคราม,https://cf.shopee.co.th/file/73eb743e3312451bea60c4c5903d2dbd_tn,https://shopee.co.th//ส้มโอ-ขาวใหญ่-ของอร่อยสมุทรสงคราม-i.7413958.6534097131
15,⚡ใส่โค้ด SHA4ZIJH0X ลด 80 บาท⚡ ส้มโอ ส้มโอขาวแตงกวา น้ำหนักต่อลูกประมาณ 1-1.1 กิโลกรัม หวาน กรอบ เปรี้ยวอมหวาน รสจัด,฿95,ร้านแนะนำ,684.0,4.609,จังหวัดชัยนาท,https://cf.shopee.co.th/file/71245d9c17224d0644fd87d71ae8c025_tn,https://shopee.co.th//⚡ใส่โค้ด-SHA4ZIJH0X-ลด-80-บาท⚡-ส้มโอ-ส้มโอขาวแตงกวา-น้ำหนักต่อลูกประมาณ-1-1.1-กิโลกรัม-หวาน-กรอบ-เปรี้ยวอมหวาน-รสจัด-i.78844268.2581909467
16,ส้มโอขาวน้ำผึ้งนครปฐม (จัดส่งฟรี),฿180,general,2.0,5.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/9f569b953a59a0fb9d11df9d9d33173b_tn,https://shopee.co.th//ส้มโอขาวน้ำผึ้งนครปฐม-(จัดส่งฟรี)-i.83598172.8955295885
17,🌟🔥โปรส่งฟรี🔥#ส้มโอขาวใหญ่อัมพวาจัดเซต3ลูก299฿✨✨✨ส้มโอสวนอาม่า🌟ส้มโออัมพวา🌟ของดีจังหวัดสมุทรสงคราม✨✨✨,฿299,general,3.0,5.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/49e9bb2f34242fb9e58afdaf3a5acdce_tn,https://shopee.co.th//🌟🔥โปรส่งฟรี🔥-ส้มโอขาวใหญ่อัมพวาจัดเซต3ลูก299฿✨✨✨ส้มโอสวนอาม่า🌟ส้มโออัมพวา🌟ของดีจังหวัดสมุทรสงคราม✨✨✨-i.283578752.8553146384
18,ส้มโอขาวน้ำผึ้งนครปฐมของแท้,฿70,general,73.0,4.9,จังหวัดนครปฐม,https://cf.shopee.co.th/file/d22b037addcab41a2dd1b891ad36a687_tn,https://shopee.co.th//ส้มโอขาวน้ำผึ้งนครปฐมของแท้-i.205673119.5377009232
19,เปลือกส้มโอเชื่อมแห้ง ไม่มีน้ำเชื่อม กรอบอร่อย หวานแบบพอดีหอมหนึบหนับอร่อย500กรัม ราคา70บาท,฿60,ร้านแนะนำ,32.0,4.8571,จังหวัดพระนครศรีอยุธยา,https://cf.shopee.co.th/file/1459c5f671a9892fcc314c52effb504f_tn,https://shopee.co.th//เปลือกส้มโอเชื่อมแห้ง-ไม่มีน้ำเชื่อม-กรอบอร่อย-หวานแบบพอดีหอมหนึบหนับอร่อย500กรัม-ราคา70บาท-i.137267693.9634452992
20,🍒ส้มโอแดงเวียดนาม ออกผลตลอดทั้งปี เสียบยอด 30cm พันธุ์​แท้💯,฿129,ร้านแนะนำ,153.0,4.8889,จังหวัดนครปฐม,https://cf.shopee.co.th/file/1d5e9385408220dd687d068fe4d7014d_tn,https://shopee.co.th//🍒ส้มโอแดงเวียดนาม-ออกผลตลอดทั้งปี-เสียบยอด-30cm-พันธุ์​แท้💯-i.115877699.9225956903
21,ส้มโอขาวแตงกวา หวาน อร่อย เจ้าของสวนขายเอง เก็บสดจากต้น​ ปลอดสาร,฿30,ร้านแนะนำ,108.0,3.975,จังหวัดลำปาง,https://cf.shopee.co.th/file/743e3242425a99d5045df44cd44f7e51_tn,https://shopee.co.th//ส้มโอขาวแตงกวา-หวาน-อร่อย-เจ้าของสวนขายเอง-เก็บสดจากต้น​-ปลอดสาร-i.52399708.7648241613
22,"ส้มโอสายน้ำผึ้งปลอดสารพิษ100,,%รสเปรี้ยวหวาน",฿30,general,31.0,4.7273,จังหวัดลำปาง,https://cf.shopee.co.th/file/d4d8effdce79db39cf9f5b50dafd5047_tn,https://shopee.co.th//ส้มโอสายน้ำผึ้งปลอดสารพิษ100-รสเปรี้ยวหวาน-i.67863051.7259342253
23,ส้มโอแดงเวียดนามเพาะเมล็ด,฿35,general,135.0,4.6,จังหวัดสกลนคร,https://cf.shopee.co.th/file/0adff326e63a720a1939eb44f41e097c_tn,https://shopee.co.th//ส้มโอแดงเวียดนามเพาะเมล็ด-i.334687852.8604451194
24,ส้มโอทับทิมสยามสูง40-50ซม.เสียบยอดแท้100%จากปากพนัง,฿100,ร้านแนะนำ,75.0,4.7895,จังหวัดชุมพร,https://cf.shopee.co.th/file/a6ceaffee7768f032faab4fe4052a287_tn,https://shopee.co.th//ส้มโอทับทิมสยามสูง40-50ซม.เสียบยอดแท้100-จากปากพนัง-i.94795383.4568881992
25,คัดเกรด A!! ส้มโอขาวน้ำผึ้ง 1.3-1.5 kgปลอดสารพิษบ้านไร่วีรกุล,฿79,general,21.0,5.0,จังหวัดพิจิตร,https://cf.shopee.co.th/file/96042409c541a3443dc25bec2bd5a6bf_tn,https://shopee.co.th//คัดเกรด-A!!-ส้มโอขาวน้ำผึ้ง-1.3-1.5-kgปลอดสารพิษบ้านไร่วีรกุล-i.35776056.8104194572
26,✅ถูกที่สุด✅ ส้มโอขาวใหญ่อัมพวา ปลอดสารพิษ ส่งตรงจากสวน,฿59 - ฿100,general,44.0,4.1667,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/d11f10dcbc98f873b4683e99d7fc058a_tn,https://shopee.co.th//✅ถูกที่สุด✅-ส้มโอขาวใหญ่อัมพวา-ปลอดสารพิษ-ส่งตรงจากสวน-i.181890020.7843517190
27,🍐ส้มโอขาวใหญ่ ส้มโอของดีเมืองนครปฐม🍐,฿119,ร้านแนะนำ,56.0,4.9,จังหวัดนครปฐม,https://cf.shopee.co.th/file/c458cb0ec23872c6ca76eb1244f6f4ad_tn,https://shopee.co.th//🍐ส้มโอขาวใหญ่-ส้มโอของดีเมืองนครปฐม🍐-i.115877699.4755962484
28,เปลือกส้มโออบแห้ง  ขนาด100-500กรัม,฿20 - ฿85,general,90.0,4.8511,จังหวัดสระบุรี,https://cf.shopee.co.th/file/c02ee2ecbdf9751ceeb709da8b307520_tn,https://shopee.co.th//เปลือกส้มโออบแห้ง-ขนาด100-500กรัม-i.41251494.5535032078
29,ส้มโอขาวน้ำผึ้งของแท้จากนครปฐม,฿120,general,39.0,4.5833,จังหวัดนครปฐม,https://cf.shopee.co.th/file/b0a563e030d8fcc6a19ce514de8ee1a4_tn,https://shopee.co.th//ส้มโอขาวน้ำผึ้งของแท้จากนครปฐม-i.205673119.3677097539
30,ส้มโอขาวแตงกวาชัยนาท 1.2-1.4กก.,฿85,general,55.0,4.5,จังหวัดชัยนาท,https://cf.shopee.co.th/file/9decd73b1c51cb3335389ed1f4bf63ad_tn,https://shopee.co.th//ส้มโอขาวแตงกวาชัยนาท-1.2-1.4กก.-i.48312792.6965273858
31,ส้มโอทับทิมสยามหวานช่ำชื่นคอ,฿80,general,37.0,4.4444,จังหวัดปัตตานี,https://cf.shopee.co.th/file/a968449161373c962be75e4198d7c8c7_tn,https://shopee.co.th//ส้มโอทับทิมสยามหวานช่ำชื่นคอ-i.264379651.6154862698
32,ส้มโอ ส้มโอ ทับทิมสยาม,฿100 - ฿250,general,86.0,4.4,จังหวัดนครศรีธรรมราช,https://cf.shopee.co.th/file/812c5d758292006018d388421febcbba_tn,https://shopee.co.th//ส้มโอ-ส้มโอ-ทับทิมสยาม-i.119490206.4563170802
33,🔥ขุ่นพระ 3 ลูก 200.-เองคร่า🔥1.3-1.5kg.เจ้าของสวนส้มโอขาวน้ำผึ้งมาเอง,฿200,general,7.0,5.0,จังหวัดพิจิตร,https://cf.shopee.co.th/file/679f5e20993d3f9aa27e1b6de2fafe88_tn,https://shopee.co.th//🔥ขุ่นพระ-3-ลูก-200.-เองคร่า🔥1.3-1.5kg.เจ้าของสวนส้มโอขาวน้ำผึ้งมาเอง-i.35776056.7577182879
34,พันธุ์ส้มโอขาวน้ำผึ้งไร้เม็ด🍐ขนาด60-100cm พร้อมปลูก ออกลูกง่ายมาก รับประกันพันธุ์จากสวนโดยตรง,฿129,ร้านแนะนำ,107.0,4.7955,จังหวัดนครปฐม,https://cf.shopee.co.th/file/b8f4966817c2e51ec27c7989ed222699_tn,https://shopee.co.th//พันธุ์ส้มโอขาวน้ำผึ้งไร้เม็ด🍐ขนาด60-100cm-พร้อมปลูก-ออกลูกง่ายมาก-รับประกันพันธุ์จากสวนโดยตรง-i.173777749.6900555870
35,ตอส้มโอ ส้มโอเพาะเมล็ด ใช้ทำตอ ชุด 6 ต้น (จำกัด 1 ชุด/ออเดอร์),฿100,general,3.0,5.0,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/309d4449fb801d6e0cccee2c0b40db99_tn,https://shopee.co.th//ตอส้มโอ-ส้มโอเพาะเมล็ด-ใช้ทำตอ-ชุด-6-ต้น-(จำกัด-1-ชุด-ออเดอร์)-i.9907374.5284474354
36,ชาส้มโอ(อบแห้ง)250กรัม,฿60,general,8.0,4.8,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/0ed67c0ff12d33cec4906e36ed27d64c_tn,https://shopee.co.th//ชาส้มโอ(อบแห้ง)250กรัม-i.156446988.3254281700
37,ส้มโอขาวน้ำผึ้ง *ไร้สารพิษ* จากสวนสุวิมล(ทองผาภูมิ),฿70,general,335.0,4.8571,จังหวัดกาญจนบุรี,https://cf.shopee.co.th/file/d955bd5db08cc0b825abe7736affd125_tn,https://shopee.co.th//ส้มโอขาวน้ำผึ้ง-*ไร้สารพิษ*-จากสวนสุวิมล(ทองผาภูมิ)-i.7879354.4726154668
38,ส้มโอทองดี กิ่งตอนพร้อมปลูกขนาด70-80cm รับประกันพันธุ์จากสวนโดยตรง,฿100,ร้านแนะนำ,135.0,4.5161,จังหวัดนครปฐม,https://cf.shopee.co.th/file/6397ffd8d6440e88e4132afc91fc60cf_tn,https://shopee.co.th//ส้มโอทองดี-กิ่งตอนพร้อมปลูกขนาด70-80cm-รับประกันพันธุ์จากสวนโดยตรง-i.173777749.4134298766
